fund_id,fund_name,asset_class,benchmark,month,year,quarter,aum_gbp_mm,monthly_return_pct,benchmark_return_pct,active_return_bps,net_flows_gbp_mm,mgmt_fee_income_gbp_k,mgmt_fee_pct,sharpe_ratio_ttm,volatility_pct
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-04-01,2024,Q2,611.66,2.138,-0.563,270.1,4.4,0.61,1.2,0.885,6.93
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-05-01,2024,Q2,624.77,2.304,0.75,155.4,11.09,0.62,1.2,0.989,17.01
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-06-01,2024,Q2,628.46,0.4,2.191,-179.1,-1.51,0.63,1.2,1.048,11.98
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-07-01,2024,Q3,623.91,-1.973,0.5,-247.3,-9.49,0.62,1.2,0.767,7.41
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-08-01,2024,Q3,658.24,3.385,-0.881,426.6,20.95,0.66,1.2,0.771,12.7
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-09-01,2024,Q3,681.67,1.461,0.393,106.8,14.22,0.68,1.2,0.353,11.98
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-10-01,2024,Q4,697.66,2.584,0.204,238.0,11.34,0.7,1.2,0.785,11.17
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-11-01,2024,Q4,700.31,-1.27,-2.249,97.9,4.4,0.7,1.2,0.664,8.69
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-12-01,2024,Q4,698.58,-1.324,-2.049,72.5,7.71,0.7,1.2,0.495,21.71
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-01-01,2022,Q1,278.08,-2.799,-0.922,-187.7,-6.55,0.09,0.4,0.757,13.56
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-02-01,2022,Q1,279.75,1.459,1.619,-16.0,-13.81,0.09,0.4,0.429,15.73
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-03-01,2022,Q1,279.44,-0.399,0.203,-60.2,-6.26,0.09,0.4,0.88,12.09
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-04-01,2022,Q2,292.91,3.043,0.362,268.1,-1.25,0.1,0.4,0.357,11.57
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-05-01,2022,Q2,291.58,-0.216,0.992,-120.8,0.45,0.1,0.4,0.714,3.73
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-06-01,2022,Q2,303.01,-0.42,-2.553,213.3,-1.54,0.1,0.4,0.59,5.27
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-07-01,2022,Q3,296.95,-0.833,-1.31,47.7,-11.6,0.1,0.4,0.639,9.77
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-08-01,2022,Q3,310.98,4.124,-0.586,471.0,0.75,0.1,0.4,1.039,9.49
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-09-01,2022,Q3,315.53,0.929,-0.526,145.5,-6.72,0.11,0.4,0.695,8.22
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-10-01,2022,Q4,311.33,-1.642,2.252,-389.4,22.84,0.1,0.4,0.408,18.43
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-11-01,2022,Q4,311.51,-2.666,-0.158,-250.8,12.51,0.1,0.4,0.608,13.86
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2022-12-01,2022,Q4,314.08,-2.552,-2.003,-54.9,5.32,0.1,0.4,0.297,9.0
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-01-01,2023,Q1,311.13,-0.288,-1.375,108.7,1.15,0.1,0.4,0.593,13.83
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-02-01,2023,Q1,323.95,0.746,1.063,-31.7,11.98,0.11,0.4,1.096,8.11
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-03-01,2023,Q1,333.12,0.283,1.326,-104.3,-4.85,0.11,0.4,0.615,16.09
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-04-01,2023,Q2,350.6,2.588,1.427,116.1,-10.66,0.12,0.4,0.524,10.33
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-05-01,2023,Q2,355.49,1.172,2.385,-121.3,5.32,0.12,0.4,1.027,10.49
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-06-01,2023,Q2,366.37,2.329,-0.54,286.9,6.03,0.12,0.4,1.108,11.08
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-07-01,2023,Q3,376.82,2.327,0.493,183.4,-3.76,0.13,0.4,0.718,9.34
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-08-01,2023,Q3,381.58,-0.523,-0.368,-15.5,-2.1,0.13,0.4,0.668,17.95
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-09-01,2023,Q3,373.57,-1.316,1.681,-299.7,2.11,0.12,0.4,0.625,3.25
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-10-01,2023,Q4,382.87,-1.334,2.561,-389.5,-4.31,0.13,0.4,0.494,17.2
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-11-01,2023,Q4,399.73,0.817,-1.267,208.4,6.24,0.13,0.4,0.57,13.84
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2023-12-01,2023,Q4,419.95,1.496,-2.223,371.9,7.64,0.14,0.4,1.107,8.33
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-01-01,2024,Q1,442.0,1.731,3.579,-184.8,-6.99,0.15,0.4,0.572,19.23
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-02-01,2024,Q1,439.25,-0.655,0.728,-138.3,5.1,0.15,0.4,0.809,18.02
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-03-01,2024,Q1,452.64,0.102,-0.11,21.2,6.48,0.15,0.4,0.384,17.09
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-04-01,2024,Q2,458.15,1.281,0.806,47.5,7.41,0.15,0.4,0.665,2.08
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-05-01,2024,Q2,457.35,0.645,1.759,-111.4,7.04,0.15,0.4,0.795,8.08
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-06-01,2024,Q2,465.92,1.678,-0.906,258.4,5.71,0.16,0.4,0.518,10.14
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-07-01,2024,Q3,476.57,1.0,-0.31,131.0,-7.77,0.16,0.4,0.707,10.56
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-08-01,2024,Q3,484.74,-0.189,2.198,-238.7,-0.37,0.16,0.4,0.934,14.43
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-09-01,2024,Q3,495.05,1.804,-0.801,260.5,-1.94,0.17,0.4,0.634,13.46
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-10-01,2024,Q4,509.95,2.174,1.187,98.7,-6.2,0.17,0.4,0.91,13.58
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-11-01,2024,Q4,517.58,0.21,-0.675,88.5,9.06,0.17,0.4,0.715,23.81
F006,Short Duration Credit Fund,Fixed Income,UK Gilts,2024-12-01,2024,Q4,537.4,1.823,0.361,146.2,1.18,0.18,0.4,0.719,0.98
