product_id,product_name,segment,month,year,quarter,revenue_gbp_k,cost_income_ratio,active_customers,new_customers,churned_customers,nps_score,digital_adoption_pct,complaints_per_1k_customers,revenue_per_customer_gbp
P07,SME Lending,Business,2023-07-01,2023,Q3,7238.63,0.69,9098,235,133,43,0.753,0.61,795.63
P07,SME Lending,Business,2023-08-01,2023,Q3,7355.44,0.54,8598,154,100,30,0.793,1.19,855.48
P07,SME Lending,Business,2023-09-01,2023,Q3,7200.58,0.7,9014,192,119,28,0.766,2.9,798.82
P07,SME Lending,Business,2023-10-01,2023,Q4,7641.89,0.583,8854,150,110,31,0.824,2.13,863.1
P07,SME Lending,Business,2023-11-01,2023,Q4,7542.68,0.547,9217,180,126,30,0.663,0.47,818.34
P07,SME Lending,Business,2023-12-01,2023,Q4,7666.93,0.641,8762,137,134,40,0.647,0.77,875.02
P07,SME Lending,Business,2024-01-01,2024,Q1,7992.6,0.535,8712,125,137,41,0.7,2.21,917.42
P07,SME Lending,Business,2024-02-01,2024,Q1,7740.05,0.63,9333,183,163,3,0.685,1.31,829.32
P07,SME Lending,Business,2024-03-01,2024,Q1,7421.33,0.667,9259,186,130,29,0.736,2.96,801.53
P07,SME Lending,Business,2024-04-01,2024,Q2,7845.36,0.681,9337,188,135,28,0.616,1.78,840.24
P07,SME Lending,Business,2024-05-01,2024,Q2,8129.48,0.714,9223,168,115,31,0.73,1.18,881.44
P07,SME Lending,Business,2024-06-01,2024,Q2,7327.48,0.529,9034,165,133,36,0.718,3.78,811.1
P07,SME Lending,Business,2024-07-01,2024,Q3,7330.28,0.585,9503,227,171,29,0.647,1.17,771.36
P07,SME Lending,Business,2024-08-01,2024,Q3,7812.69,0.651,8935,214,135,24,0.689,2.97,874.39
P07,SME Lending,Business,2024-09-01,2024,Q3,8171.21,0.591,9209,182,146,38,0.736,1.42,887.31
P07,SME Lending,Business,2024-10-01,2024,Q4,7471.36,0.535,8973,145,123,28,0.815,1.67,832.65
P07,SME Lending,Business,2024-11-01,2024,Q4,7470.4,0.682,9043,178,112,30,0.61,1.2,826.1
P07,SME Lending,Business,2024-12-01,2024,Q4,8162.24,0.529,8911,192,96,27,0.762,1.89,915.97
P08,Trade Finance,Business,2022-01-01,2022,Q1,3881.51,0.556,1176,24,12,42,0.816,1.82,3300.6
P08,Trade Finance,Business,2022-02-01,2022,Q1,4168.98,0.537,1176,28,14,8,0.857,2.89,3545.05
P08,Trade Finance,Business,2022-03-01,2022,Q1,4128.6,0.684,1222,20,20,36,0.677,3.17,3378.56
P08,Trade Finance,Business,2022-04-01,2022,Q2,4046.18,0.566,1199,19,21,29,0.737,2.35,3374.63
P08,Trade Finance,Business,2022-05-01,2022,Q2,4019.52,0.539,1154,16,20,21,0.736,2.27,3483.12
P08,Trade Finance,Business,2022-06-01,2022,Q2,3862.49,0.546,1183,29,20,20,0.79,1.19,3265.0
P08,Trade Finance,Business,2022-07-01,2022,Q3,4048.71,0.529,1169,27,20,26,0.691,1.99,3463.4
P08,Trade Finance,Business,2022-08-01,2022,Q3,4070.84,0.672,1201,18,17,30,0.636,1.76,3389.54
P08,Trade Finance,Business,2022-09-01,2022,Q3,4190.69,0.695,1155,25,20,27,0.764,2.38,3628.3
P08,Trade Finance,Business,2022-10-01,2022,Q4,3823.62,0.651,1126,20,13,29,0.791,1.46,3395.75
P08,Trade Finance,Business,2022-11-01,2022,Q4,3879.07,0.605,1203,26,20,27,0.703,2.58,3224.5
P08,Trade Finance,Business,2022-12-01,2022,Q4,4122.89,0.594,1165,20,15,26,0.811,1.89,3538.96
P08,Trade Finance,Business,2023-01-01,2023,Q1,4342.49,0.652,1271,28,15,31,0.629,1.23,3416.59
P08,Trade Finance,Business,2023-02-01,2023,Q1,4182.9,0.63,1223,19,23,27,0.552,0.92,3420.2
P08,Trade Finance,Business,2023-03-01,2023,Q1,4035.61,0.705,1206,20,13,29,0.564,2.21,3346.28
P08,Trade Finance,Business,2023-04-01,2023,Q2,4195.27,0.643,1293,27,24,19,0.853,1.93,3244.6
P08,Trade Finance,Business,2023-05-01,2023,Q2,4336.61,0.56,1242,21,13,24,0.772,0.9,3491.63
P08,Trade Finance,Business,2023-06-01,2023,Q2,4283.45,0.554,1224,17,14,37,0.919,2.23,3499.55
P08,Trade Finance,Business,2023-07-01,2023,Q3,4429.71,0.599,1239,28,13,23,0.583,1.6,3575.23
P08,Trade Finance,Business,2023-08-01,2023,Q3,4185.34,0.703,1290,22,20,20,0.622,3.78,3244.45
P08,Trade Finance,Business,2023-09-01,2023,Q3,4529.14,0.572,1268,18,16,28,0.9,2.31,3571.88
P08,Trade Finance,Business,2023-10-01,2023,Q4,4474.63,0.695,1309,29,25,36,0.758,1.13,3418.36
P08,Trade Finance,Business,2023-11-01,2023,Q4,4468.53,0.712,1292,27,13,23,0.593,2.33,3458.61
P08,Trade Finance,Business,2023-12-01,2023,Q4,4113.82,0.719,1283,22,24,29,0.741,1.58,3206.41
P08,Trade Finance,Business,2024-01-01,2024,Q1,4093.78,0.57,1306,31,14,41,0.895,2.76,3134.59
P08,Trade Finance,Business,2024-02-01,2024,Q1,4348.15,0.699,1261,27,23,29,0.735,4.03,3448.18
P08,Trade Finance,Business,2024-03-01,2024,Q1,4213.63,0.695,1303,22,20,33,0.608,2.62,3233.79
P08,Trade Finance,Business,2024-04-01,2024,Q2,4175.14,0.655,1325,30,20,26,0.566,1.16,3151.05
P08,Trade Finance,Business,2024-05-01,2024,Q2,4383.42,0.618,1298,31,19,48,0.914,1.94,3377.06
P08,Trade Finance,Business,2024-06-01,2024,Q2,4623.42,0.564,1266,29,18,29,0.75,1.98,3651.99
P08,Trade Finance,Business,2024-07-01,2024,Q3,4415.76,0.657,1281,28,18,41,0.805,4.05,3447.12
P08,Trade Finance,Business,2024-08-01,2024,Q3,4166.1,0.636,1265,21,19,26,0.638,3.08,3293.36
P08,Trade Finance,Business,2024-09-01,2024,Q3,4421.0,0.593,1310,29,18,26,0.866,2.1,3374.81
P08,Trade Finance,Business,2024-10-01,2024,Q4,4329.59,0.546,1268,19,16,26,0.637,1.84,3414.5
P08,Trade Finance,Business,2024-11-01,2024,Q4,4421.9,0.549,1292,30,15,36,0.735,1.98,3422.52
P08,Trade Finance,Business,2024-12-01,2024,Q4,4734.93,0.623,1344,23,20,29,0.76,0.72,3523.01
